,class,day,nswdemand,nswprice,period,transfer,vicdemand,vicprice
435,1,0.833,0.51,0.088,0.66,0.592,0.506,0.006
436,1,0.833,0.524,0.09,0.681,0.578,0.505,0.006
437,1,0.833,0.544,0.089,0.702,0.544,0.52,0.006
438,1,0.833,0.563,0.088,0.723,0.427,0.541,0.006
439,1,0.833,0.611,0.089,0.745,0.468,0.568,0.006
440,1,0.833,0.623,0.089,0.766,0.411,0.59,0.006
441,1,0.833,0.616,0.088,0.787,0.558,0.578,0.006
442,2,0.833,0.556,0.052,0.809,0.527,0.549,0.003
443,2,0.833,0.534,0.044,0.83,0.534,0.502,0.003
444,2,0.833,0.511,0.054,0.851,0.528,0.479,0.004
445,2,0.833,0.49,0.045,0.872,0.537,0.457,0.003
446,2,0.833,0.46,0.035,0.894,0.482,0.421,0.002
447,2,0.833,0.426,0.039,0.915,0.423,0.389,0.003
448,1,0.833,0.467,0.072,0.936,0.613,0.379,0.005
449,2,0.833,0.486,0.058,0.957,0.604,0.377,0.004
450,1,0.833,0.503,0.09,0.979,0.511,0.494,0.006
451,1,0.833,0.494,0.089,1.0,0.59,0.496,0.006
452,1,1.0,0.471,0.086,0.0,0.606,0.458,0.006
453,2,1.0,0.453,0.064,0.021,0.627,0.419,0.004
454,1,1.0,0.417,0.076,0.043,0.541,0.455,0.005
455,1,1.0,0.359,0.07,0.064,0.589,0.425,0.005
456,2,1.0,0.291,0.06,0.085,0.643,0.374,0.004
457,2,1.0,0.241,0.046,0.106,0.692,0.33,0.003
458,2,1.0,0.191,0.044,0.128,0.683,0.277,0.003
459,2,1.0,0.158,0.037,0.149,0.652,0.241,0.002
460,2,1.0,0.136,0.031,0.17,0.688,0.207,0.002
461,2,1.0,0.127,0.032,0.191,0.71,0.191,0.002
462,2,1.0,0.135,0.032,0.213,0.732,0.19,0.002
463,2,1.0,0.153,0.032,0.234,0.756,0.19,0.002
464,2,1.0,0.191,0.045,0.255,0.727,0.23,0.003
465,2,1.0,0.235,0.037,0.277,0.711,0.241,0.002
466,2,1.0,0.284,0.053,0.298,0.761,0.253,0.003
467,1,1.0,0.353,0.086,0.319,0.785,0.291,0.004
468,1,1.0,0.409,0.081,0.34,0.73,0.32,0.004
469,1,1.0,0.455,0.087,0.362,0.736,0.362,0.005
470,1,1.0,0.494,0.088,0.383,0.775,0.381,0.005
471,1,1.0,0.508,0.09,0.404,0.778,0.375,0.006
472,1,1.0,0.483,0.087,0.426,0.765,0.375,0.005
473,1,1.0,0.465,0.087,0.447,0.776,0.374,0.005
474,1,1.0,0.447,0.087,0.468,0.787,0.363,0.005
475,1,1.0,0.43,0.087,0.489,0.749,0.366,0.006
476,1,1.0,0.415,0.087,0.511,0.765,0.351,0.005
477,1,1.0,0.401,0.087,0.532,0.769,0.34,0.005
478,1,1.0,0.387,0.087,0.553,0.771,0.347,0.006
479,1,1.0,0.367,0.087,0.574,0.787,0.339,0.005
480,1,1.0,0.353,0.087,0.596,0.758,0.328,0.005
481,2,1.0,0.335,0.068,0.617,0.785,0.306,0.004
482,1,1.0,0.33,0.072,0.638,0.781,0.309,0.005
483,2,1.0,0.331,0.055,0.66,0.783,0.308,0.004
484,2,1.0,0.338,0.06,0.681,0.766,0.308,0.004
485,2,1.0,0.356,0.054,0.702,0.714,0.317,0.004
486,2,1.0,0.376,0.058,0.723,0.731,0.33,0.004
487,1,1.0,0.433,0.073,0.745,0.7,0.363,0.004
488,1,1.0,0.477,0.087,0.766,0.671,0.414,0.006
489,1,1.0,0.486,0.087,0.787,0.613,0.45,0.006
490,1,1.0,0.454,0.074,0.809,0.617,0.439,0.005
491,1,1.0,0.409,0.069,0.83,0.625,0.412,0.005
492,2,1.0,0.384,0.053,0.851,0.653,0.379,0.003
493,2,1.0,0.365,0.051,0.872,0.635,0.367,0.003
494,2,1.0,0.345,0.049,0.894,0.67,0.344,0.003
495,2,1.0,0.327,0.043,0.915,0.631,0.328,0.003
496,1,1.0,0.361,0.076,0.936,0.689,0.323,0.005
497,2,1.0,0.366,0.044,0.957,0.613,0.326,0.003
498,1,1.0,0.373,0.074,0.979,0.544,0.412,0.005
499,2,1.0,0.349,0.048,1.0,0.536,0.405,0.003
500,2,0.0,0.321,0.05,0.0,0.543,0.381,0.003
501,2,0.0,0.284,0.044,0.021,0.553,0.352,0.003
502,2,0.0,0.25,0.047,0.043,0.482,0.405,0.003
503,2,0.0,0.215,0.049,0.064,0.557,0.373,0.003
504,2,0.0,0.176,0.043,0.085,0.602,0.33,0.003
505,2,0.0,0.143,0.03,0.106,0.643,0.279,0.002
506,2,0.0,0.12,0.029,0.128,0.641,0.234,0.002
507,2,0.0,0.098,0.032,0.149,0.658,0.202,0.002
508,2,0.0,0.089,0.026,0.17,0.7,0.18,0.002
509,2,0.0,0.082,0.025,0.191,0.704,0.15,0.002
510,2,0.0,0.087,0.026,0.213,0.736,0.146,0.002
511,2,0.0,0.103,0.027,0.234,0.768,0.144,0.002
512,2,0.0,0.118,0.027,0.255,0.715,0.149,0.002
513,2,0.0,0.151,0.027,0.277,0.757,0.155,0.002
514,2,0.0,0.178,0.027,0.298,0.808,0.136,0.002
515,2,0.0,0.233,0.035,0.319,0.767,0.169,0.002
516,2,0.0,0.287,0.034,0.34,0.795,0.186,0.002
517,2,0.0,0.325,0.045,0.362,0.753,0.221,0.003
518,2,0.0,0.378,0.051,0.383,0.825,0.251,0.003
519,2,0.0,0.399,0.05,0.404,0.805,0.257,0.003
520,2,0.0,0.389,0.049,0.426,0.808,0.273,0.003
521,2,0.0,0.377,0.054,0.447,0.836,0.27,0.003
522,2,0.0,0.362,0.048,0.468,0.795,0.283,0.003
523,1,0.0,0.345,0.064,0.489,0.774,0.309,0.003
524,1,0.0,0.335,0.054,0.511,0.789,0.289,0.003
525,1,0.0,0.32,0.059,0.532,0.79,0.279,0.003
526,1,0.0,0.3,0.055,0.553,0.758,0.313,0.004
527,1,0.0,0.282,0.053,0.574,0.75,0.297,0.003
528,1,0.0,0.262,0.053,0.596,0.776,0.304,0.003
529,1,0.0,0.258,0.052,0.617,0.779,0.297,0.003
530,1,0.0,0.263,0.052,0.638,0.814,0.306,0.003
531,1,0.0,0.265,0.051,0.66,0.814,0.316,0.003
532,1,0.0,0.264,0.054,0.681,0.771,0.311,0.003
533,1,0.0,0.28,0.06,0.702,0.771,0.34,0.003
534,1,0.0,0.291,0.056,0.723,0.654,0.378,0.004
535,1,0.0,0.359,0.063,0.745,0.627,0.398,0.004
536,1,0.0,0.449,0.087,0.766,0.553,0.441,0.006
537,1,0.0,0.467,0.087,0.787,0.522,0.461,0.006
538,1,0.0,0.448,0.087,0.809,0.603,0.442,0.006
539,1,0.0,0.422,0.082,0.83,0.615,0.426,0.005
540,1,0.0,0.401,0.064,0.851,0.647,0.401,0.004
541,1,0.0,0.387,0.058,0.872,0.643,0.391,0.004
542,2,0.0,0.36,0.046,0.894,0.645,0.349,0.003
543,2,0.0,0.335,0.045,0.915,0.621,0.332,0.003
544,1,0.0,0.351,0.053,0.936,0.679,0.319,0.003
545,2,0.0,0.353,0.044,0.957,0.612,0.315,0.003
546,1,0.0,0.355,0.073,0.979,0.538,0.392,0.005
547,1,0.0,0.336,0.051,1.0,0.546,0.396,0.003
548,2,0.167,0.318,0.047,0.0,0.533,0.37,0.003
549,2,0.167,0.291,0.044,0.021,0.543,0.339,0.003
550,1,0.167,0.265,0.05,0.043,0.47,0.393,0.003
551,2,0.167,0.234,0.048,0.064,0.55,0.372,0.003
552,2,0.167,0.204,0.044,0.085,0.593,0.338,0.003
553,2,0.167,0.173,0.044,0.106,0.656,0.296,0.003
554,2,0.167,0.151,0.038,0.128,0.677,0.259,0.002
555,2,0.167,0.136,0.032,0.149,0.634,0.23,0.002
556,2,0.167,0.133,0.031,0.17,0.66,0.205,0.002
557,2,0.167,0.143,0.032,0.191,0.71,0.197,0.002
558,2,0.167,0.181,0.04,0.213,0.712,0.213,0.003
559,2,0.167,0.238,0.045,0.234,0.692,0.249,0.003
560,1,0.167,0.351,0.067,0.255,0.604,0.344,0.004
561,1,0.167,0.445,0.077,0.277,0.582,0.424,0.005
562,2,0.167,0.447,0.034,0.298,0.477,0.467,0.002
563,1,0.167,0.5,0.074,0.319,0.419,0.545,0.005
564,1,0.167,0.518,0.087,0.34,0.42,0.571,0.006
565,1,0.167,0.502,0.085,0.362,0.412,0.581,0.006
566,1,0.167,0.549,0.089,0.383,0.412,0.586,0.006
567,1,0.167,0.559,0.131,0.404,0.446,0.595,0.009
568,1,0.167,0.54,0.084,0.426,0.422,0.599,0.006
569,1,0.167,0.52,0.086,0.447,0.451,0.59,0.006
570,1,0.167,0.507,0.111,0.468,0.536,0.589,0.008
571,1,0.167,0.501,0.104,0.489,0.446,0.576,0.007
572,1,0.167,0.495,0.096,0.511,0.467,0.571,0.007
573,1,0.167,0.49,0.094,0.532,0.458,0.576,0.006
574,1,0.167,0.487,0.097,0.553,0.406,0.595,0.007
575,1,0.167,0.483,0.092,0.574,0.444,0.591,0.006
576,1,0.167,0.484,0.088,0.596,0.447,0.588,0.006
577,1,0.167,0.48,0.09,0.617,0.444,0.581,0.006
578,1,0.167,0.475,0.086,0.638,0.443,0.567,0.006
579,1,0.167,0.485,0.086,0.66,0.479,0.56,0.006
580,1,0.167,0.497,0.087,0.681,0.483,0.559,0.006
581,1,0.167,0.527,0.088,0.702,0.47,0.56,0.006
582,1,0.167,0.562,0.087,0.723,0.4,0.583,0.006
583,1,0.167,0.621,0.089,0.745,0.377,0.627,0.006
584,1,0.167,0.645,0.114,0.766,0.36,0.663,0.008
585,1,0.167,0.627,0.111,0.787,0.42,0.66,0.008
586,1,0.167,0.589,0.099,0.809,0.408,0.622,0.007
587,1,0.167,0.552,0.081,0.83,0.366,0.596,0.006
588,1,0.167,0.526,0.079,0.851,0.409,0.568,0.005
589,2,0.167,0.496,0.057,0.872,0.41,0.531,0.004
590,2,0.167,0.459,0.044,0.894,0.346,0.502,0.003
591,2,0.167,0.418,0.042,0.915,0.293,0.475,0.003
592,2,0.167,0.458,0.06,0.936,0.455,0.443,0.004
593,2,0.167,0.475,0.048,0.957,0.474,0.415,0.003
594,1,0.167,0.484,0.091,0.979,0.405,0.515,0.006
595,1,0.167,0.477,0.086,1.0,0.489,0.509,0.006
596,1,0.333,0.47,0.087,0.0,0.568,0.486,0.006
597,1,0.333,0.45,0.087,0.021,0.581,0.458,0.006
598,1,0.333,0.421,0.087,0.043,0.507,0.513,0.006
599,1,0.333,0.372,0.077,0.064,0.589,0.486,0.005
600,2,0.333,0.314,0.053,0.085,0.597,0.445,0.003
601,2,0.333,0.265,0.055,0.106,0.608,0.394,0.004
602,2,0.333,0.218,0.052,0.128,0.692,0.356,0.003
603,2,0.333,0.193,0.046,0.149,0.696,0.33,0.003
604,2,0.333,0.178,0.045,0.17,0.712,0.31,0.003
605,2,0.333,0.184,0.045,0.191,0.733,0.286,0.003
606,2,0.333,0.206,0.046,0.213,0.723,0.301,0.003
607,2,0.333,0.26,0.045,0.234,0.643,0.33,0.003
608,2,0.333,0.367,0.059,0.255,0.489,0.414,0.004
609,2,0.333,0.461,0.07,0.277,0.451,0.487,0.005
610,2,0.333,0.466,0.047,0.298,0.305,0.533,0.003
611,1,0.333,0.522,0.089,0.319,0.363,0.609,0.006
612,1,0.333,0.536,0.089,0.34,0.284,0.668,0.006
613,1,0.333,0.534,0.09,0.362,0.226,0.679,0.006
614,1,0.333,0.57,0.091,0.383,0.25,0.694,0.006
615,1,0.333,0.575,0.098,0.404,0.268,0.695,0.007
616,1,0.333,0.562,0.103,0.426,0.167,0.694,0.007
617,1,0.333,0.542,0.098,0.447,0.191,0.688,0.007
618,1,0.333,0.533,0.103,0.468,0.211,0.692,0.007
619,1,0.333,0.529,0.103,0.489,0.199,0.699,0.007
620,1,0.333,0.52,0.104,0.511,0.193,0.698,0.007
621,1,0.333,0.512,0.105,0.532,0.207,0.697,0.007
622,1,0.333,0.509,0.106,0.553,0.211,0.716,0.007
623,1,0.333,0.501,0.115,0.574,0.218,0.713,0.008
624,1,0.333,0.5,0.128,0.596,0.208,0.718,0.009
625,1,0.333,0.489,0.125,0.617,0.215,0.711,0.009
626,1,0.333,0.479,0.111,0.638,0.191,0.686,0.008
627,1,0.333,0.487,0.101,0.66,0.179,0.679,0.007
628,1,0.333,0.494,0.102,0.681,0.216,0.685,0.007
629,1,0.333,0.515,0.098,0.702,0.183,0.689,0.007
630,1,0.333,0.539,0.093,0.723,0.182,0.712,0.006
631,1,0.333,0.605,0.094,0.745,0.203,0.725,0.006
632,1,0.333,0.654,0.105,0.766,0.18,0.737,0.007
633,1,0.333,0.663,0.104,0.787,0.139,0.744,0.007
634,1,0.333,0.633,0.104,0.809,0.175,0.714,0.007
635,1,0.333,0.607,0.102,0.83,0.186,0.675,0.007
636,1,0.333,0.584,0.108,0.851,0.2,0.648,0.007
637,1,0.333,0.56,0.099,0.872,0.226,0.609,0.007
638,1,0.333,0.522,0.093,0.894,0.29,0.573,0.006
639,1,0.333,0.474,0.087,0.915,0.329,0.52,0.006
640,1,0.33,0.505,0.088,0.936,0.333,0.487,0.006
641,1,0.434,0.509,0.088,0.957,0.333,0.446,0.006
642,1,0.336,0.51,0.1,0.979,0.333,0.554,0.007
643,1,0.34,0.508,0.096,1.0,0.333,0.544,0.007
644,1,0.375,0.494,0.097,0.0,0.5,0.523,0.007
645,1,0.357,0.476,0.09,0.021,0.5,0.488,0.006
646,1,0.393,0.453,0.109,0.043,0.5,0.544,0.007
647,1,0.422,0.399,0.097,0.064,0.5,0.525,0.007
648,1,0.532,0.347,0.091,0.085,0.5,0.466,0.006
649,2,0.598,0.294,0.087,0.106,0.5,0.425,0.006
650,2,0.666,0.244,0.081,0.128,0.5,0.378,0.005
651,2,0.673,0.212,0.067,0.149,0.5,0.355,0.004
652,2,0.708,0.2,0.058,0.17,0.5,0.328,0.004
653,2,0.703,0.204,0.059,0.191,0.5,0.321,0.004
654,2,0.674,0.228,0.057,0.213,0.5,0.325,0.004
655,2,0.602,0.28,0.058,0.234,0.5,0.357,0.004
656,2,0.494,0.386,0.076,0.255,0.5,0.44,0.005
657,2,0.443,0.496,0.089,0.277,0.5,0.514,0.006
658,2,0.381,0.496,0.065,0.298,0.5,0.553,0.004
659,2,0.304,0.554,0.091,0.319,0.5,0.622,0.006
660,2,0.235,0.568,0.092,0.34,0.5,0.665,0.006
661,2,0.27,0.562,0.092,0.362,0.5,0.66,0.006
662,2,0.323,0.593,0.093,0.383,0.5,0.657,0.006
663,2,0.323,0.597,0.092,0.404,0.5,0.645,0.006
664,2,0.301,0.576,0.092,0.426,0.5,0.64,0.006
665,2,0.314,0.549,0.09,0.447,0.5,0.636,0.006
666,2,0.35,0.531,0.09,0.468,0.5,0.624,0.006
667,2,0.343,0.519,0.089,0.489,0.5,0.622,0.006
668,2,0.398,0.51,0.089,0.511,0.5,0.613,0.006
669,2,0.399,0.493,0.087,0.532,0.5,0.608,0.006
670,2,0.376,0.487,0.088,0.553,0.5,0.629,0.006
671,2,0.397,0.48,0.087,0.574,0.5,0.626,0.006
672,2,0.376,0.475,0.087,0.596,0.5,0.623,0.006
673,2,0.377,0.469,0.087,0.617,0.5,0.611,0.006
674,2,0.384,0.457,0.07,0.638,0.5,0.596,0.005
675,2,0.405,0.46,0.079,0.66,0.5,0.584,0.005
676,2,0.431,0.469,0.081,0.681,0.5,0.593,0.005
677,2,0.397,0.486,0.087,0.702,0.5,0.61,0.006
678,2,0.34,0.504,0.087,0.723,0.5,0.636,0.006
679,1,0.345,0.564,0.089,0.745,0.5,0.658,0.006
680,1,0.356,0.64,0.092,0.766,0.5,0.683,0.006
681,1,0.345,0.655,0.117,0.787,0.5,0.682,0.008
682,1,0.339,0.625,0.102,0.809,0.5,0.649,0.007
683,1,0.416,0.595,0.089,0.83,0.5,0.614,0.006
684,1,0.432,0.576,0.089,0.851,0.5,0.588,0.006
685,1,0.482,0.553,0.087,0.872,0.5,0.549,0.006
686,2,0.447,0.521,0.07,0.894,0.5,0.526,0.005
687,2,0.398,0.475,0.043,0.915,0.5,0.488,0.003
688,2,0.566,0.521,0.076,0.936,0.5,0.464,0.005
689,2,0.582,0.521,0.084,0.957,0.5,0.442,0.006
690,1,0.481,0.53,0.09,0.979,0.5,0.541,0.006
691,1,0.511,0.521,0.088,1.0,0.5,0.517,0.006
692,1,0.511,0.508,0.088,0.0,0.667,0.488,0.006
693,1,0.549,0.492,0.087,0.021,0.667,0.46,0.006
694,1,0.511,0.46,0.088,0.043,0.667,0.511,0.006
695,2,0.594,0.409,0.081,0.064,0.667,0.489,0.005
696,2,0.65,0.363,0.078,0.085,0.667,0.44,0.005
697,2,0.717,0.313,0.063,0.106,0.667,0.398,0.004
698,2,0.714,0.263,0.06,0.128,0.667,0.354,0.003
699,2,0.758,0.235,0.052,0.149,0.667,0.322,0.003
700,2,0.767,0.213,0.053,0.17,0.667,0.304,0.003
701,2,0.772,0.215,0.048,0.191,0.667,0.289,0.003
702,2,0.729,0.243,0.051,0.213,0.667,0.302,0.003
703,2,0.664,0.3,0.051,0.234,0.667,0.33,0.003
704,2,0.577,0.4,0.074,0.255,0.667,0.418,0.005
705,1,0.499,0.509,0.089,0.277,0.667,0.486,0.006
706,2,0.497,0.506,0.057,0.298,0.667,0.515,0.004
707,1,0.364,0.563,0.089,0.319,0.667,0.587,0.006
708,1,0.321,0.568,0.089,0.34,0.667,0.623,0.006
709,1,0.33,0.551,0.089,0.362,0.667,0.626,0.006
710,1,0.357,0.578,0.089,0.383,0.667,0.625,0.006
711,1,0.43,0.585,0.147,0.404,0.667,0.612,0.01
712,1,0.429,0.561,0.124,0.426,0.667,0.599,0.008
713,1,0.422,0.534,0.09,0.447,0.667,0.596,0.006
714,1,0.429,0.515,0.097,0.468,0.667,0.586,0.007
715,1,0.436,0.503,0.093,0.489,0.667,0.575,0.006
716,2,0.448,0.491,0.072,0.511,0.667,0.556,0.005
717,2,0.444,0.481,0.071,0.532,0.667,0.552,0.005
718,2,0.386,0.474,0.08,0.553,0.667,0.56,0.005
719,2,0.403,0.462,0.055,0.574,0.667,0.557,0.004
720,2,0.382,0.457,0.076,0.596,0.667,0.559,0.005
721,2,0.402,0.452,0.067,0.617,0.667,0.568,0.004
722,2,0.394,0.444,0.052,0.638,0.667,0.536,0.004
723,2,0.381,0.45,0.067,0.66,0.667,0.529,0.005
724,2,0.4,0.451,0.055,0.681,0.667,0.512,0.004
725,2,0.35,0.461,0.052,0.702,0.667,0.512,0.004
726,2,0.296,0.475,0.049,0.723,0.667,0.52,0.003
727,2,0.344,0.528,0.051,0.745,0.667,0.542,0.004
728,2,0.328,0.583,0.077,0.766,0.667,0.575,0.005
729,1,0.372,0.609,0.086,0.787,0.667,0.609,0.006
730,2,0.362,0.583,0.052,0.809,0.667,0.583,0.004
731,2,0.34,0.554,0.045,0.83,0.667,0.547,0.003
732,2,0.393,0.533,0.07,0.851,0.667,0.522,0.005
733,2,0.375,0.518,0.049,0.872,0.667,0.5,0.003
734,2,0.403,0.492,0.054,0.894,0.667,0.483,0.004
735,2,0.382,0.451,0.043,0.915,0.667,0.45,0.003
736,2,0.533,0.499,0.072,0.936,0.667,0.426,0.005
737,1,0.587,0.506,0.083,0.957,0.667,0.414,0.005
738,1,0.484,0.512,0.09,0.979,0.667,0.516,0.006
739,1,0.57,0.506,0.088,1.0,0.667,0.504,0.006
740,1,0.586,0.49,0.087,0.0,0.833,0.463,0.006
741,1,0.596,0.471,0.087,0.021,0.833,0.427,0.006
742,1,0.55,0.444,0.084,0.043,0.833,0.479,0.006
743,1,0.554,0.393,0.081,0.064,0.833,0.453,0.005
744,2,0.646,0.336,0.056,0.085,0.833,0.398,0.004
745,2,0.696,0.285,0.055,0.106,0.833,0.354,0.004
746,2,0.758,0.24,0.054,0.128,0.833,0.318,0.003
747,2,0.759,0.216,0.052,0.149,0.833,0.285,0.003
748,2,0.726,0.198,0.045,0.17,0.833,0.255,0.003
749,2,0.773,0.202,0.045,0.191,0.833,0.246,0.003
750,2,0.713,0.229,0.044,0.213,0.833,0.267,0.003
751,2,0.661,0.283,0.047,0.234,0.833,0.296,0.003
752,2,0.661,0.381,0.068,0.255,0.833,0.38,0.004
753,1,0.604,0.485,0.086,0.277,0.833,0.445,0.006
754,2,0.538,0.473,0.055,0.298,0.833,0.478,0.004
755,1,0.529,0.533,0.087,0.319,0.833,0.532,0.006
756,2,0.496,0.539,0.065,0.34,0.833,0.561,0.004
757,1,0.472,0.531,0.073,0.362,0.833,0.567,0.004
758,1,0.466,0.559,0.087,0.383,0.833,0.569,0.006
759,1,0.467,0.561,0.08,0.404,0.833,0.561,0.005
760,1,0.452,0.548,0.075,0.426,0.833,0.551,0.005
761,2,0.468,0.529,0.068,0.447,0.833,0.548,0.005
762,1,0.467,0.521,0.085,0.468,0.833,0.547,0.006
763,1,0.462,0.513,0.085,0.489,0.833,0.547,0.006
764,1,0.425,0.499,0.071,0.511,0.833,0.53,0.005
765,1,0.483,0.491,0.088,0.532,0.833,0.522,0.006
766,1,0.476,0.486,0.069,0.553,0.833,0.516,0.005
767,1,0.479,0.478,0.076,0.574,0.833,0.523,0.005
768,2,0.496,0.476,0.059,0.596,0.833,0.513,0.004
769,2,0.461,0.46,0.054,0.617,0.833,0.499,0.004
770,1,0.486,0.453,0.08,0.638,0.833,0.495,0.005
771,2,0.467,0.452,0.064,0.66,0.833,0.479,0.004
772,2,0.457,0.459,0.054,0.681,0.833,0.469,0.004
773,2,0.421,0.457,0.054,0.702,0.833,0.476,0.004
774,2,0.394,0.461,0.05,0.723,0.833,0.48,0.003
775,2,0.317,0.495,0.048,0.745,0.833,0.505,0.003
776,2,0.315,0.537,0.065,0.766,0.833,0.531,0.004
777,2,0.282,0.542,0.067,0.787,0.833,0.547,0.005
778,2,0.28,0.505,0.046,0.809,0.833,0.525,0.003
779,2,0.287,0.474,0.043,0.83,0.833,0.495,0.003
780,2,0.334,0.45,0.044,0.851,0.833,0.465,0.003
781,2,0.32,0.431,0.042,0.872,0.833,0.447,0.003
782,2,0.361,0.407,0.037,0.894,0.833,0.406,0.003
783,2,0.374,0.374,0.036,0.915,0.833,0.379,0.002
784,2,0.516,0.421,0.05,0.936,0.833,0.368,0.003
785,2,0.486,0.45,0.054,0.957,0.833,0.358,0.004
786,1,0.346,0.46,0.089,0.979,0.833,0.489,0.006
787,1,0.53,0.466,0.087,1.0,0.833,0.477,0.006
788,1,0.518,0.441,0.076,0.0,1.0,0.431,0.005
789,1,0.574,0.434,0.073,0.021,1.0,0.391,0.005
790,1,0.436,0.397,0.075,0.043,1.0,0.437,0.005
791,1,0.504,0.345,0.068,0.064,1.0,0.402,0.005
792,2,0.57,0.285,0.054,0.085,1.0,0.358,0.004
793,2,0.637,0.237,0.049,0.106,1.0,0.304,0.003
794,2,0.668,0.186,0.038,0.128,1.0,0.26,0.002
795,2,0.702,0.155,0.038,0.149,1.0,0.229,0.003
796,2,0.687,0.134,0.029,0.17,1.0,0.208,0.002
797,2,0.707,0.123,0.028,0.191,1.0,0.177,0.002
798,2,0.71,0.133,0.032,0.213,1.0,0.171,0.002
799,2,0.706,0.144,0.034,0.234,1.0,0.182,0.002
800,2,0.678,0.181,0.047,0.255,1.0,0.204,0.002
801,2,0.604,0.234,0.049,0.277,1.0,0.216,0.001
802,1,0.594,0.278,0.073,0.298,1.0,0.228,0.002
803,1,0.594,0.343,0.091,0.319,1.0,0.265,0.003
804,1,0.621,0.403,0.089,0.34,1.0,0.3,0.003
805,1,0.621,0.432,0.089,0.362,1.0,0.336,0.004
806,1,0.636,0.454,0.089,0.383,1.0,0.376,0.006
807,1,0.639,0.472,0.089,0.404,1.0,0.386,0.004
808,1,0.639,0.45,0.089,0.426,1.0,0.387,0.005
809,1,0.639,0.432,0.089,0.447,1.0,0.38,0.004
810,1,0.639,0.419,0.089,0.468,1.0,0.368,0.004
811,1,0.612,0.406,0.089,0.489,1.0,0.371,0.005
812,1,0.656,0.39,0.089,0.511,1.0,0.361,0.005
813,1,0.7,0.379,0.089,0.532,1.0,0.346,0.005
814,1,0.7,0.362,0.089,0.553,1.0,0.345,0.004
815,1,0.696,0.342,0.086,0.574,1.0,0.329,0.004
816,1,0.698,0.337,0.082,0.596,1.0,0.315,0.005
817,1,0.698,0.326,0.071,0.617,1.0,0.291,0.003
818,2,0.698,0.321,0.06,0.638,1.0,0.285,0.003
819,2,0.691,0.316,0.057,0.66,1.0,0.284,0.004
820,1,0.639,0.311,0.068,0.681,1.0,0.278,0.003
821,2,0.624,0.315,0.054,0.702,1.0,0.298,0.003
822,2,0.636,0.317,0.049,0.723,1.0,0.313,0.003
823,2,0.625,0.375,0.053,0.745,1.0,0.335,0.003
824,1,0.539,0.442,0.081,0.766,1.0,0.386,0.005
825,1,0.548,0.454,0.089,0.787,1.0,0.43,0.006
826,1,0.387,0.42,0.089,0.809,1.0,0.417,0.006
827,1,0.494,0.385,0.089,0.83,1.0,0.387,0.006
828,1,0.538,0.36,0.087,0.851,1.0,0.354,0.006
829,2,0.51,0.338,0.063,0.872,1.0,0.338,0.004
830,2,0.507,0.323,0.059,0.894,1.0,0.32,0.004
831,2,0.464,0.302,0.052,0.915,1.0,0.297,0.003
832,1,0.538,0.333,0.087,0.936,1.0,0.299,0.006
833,1,0.514,0.343,0.079,0.957,1.0,0.305,0.005
834,1,0.36,0.353,0.09,0.979,1.0,0.405,0.006
835,1,0.385,0.331,0.089,1.0,1.0,0.405,0.006
836,1,0.398,0.307,0.089,0.0,0.0,0.381,0.006
837,1,0.412,0.273,0.089,0.021,0.0,0.353,0.006
838,1,0.414,0.242,0.089,0.043,0.0,0.402,0.006
839,1,0.474,0.204,0.079,0.064,0.0,0.381,0.005
840,2,0.531,0.166,0.059,0.085,0.0,0.327,0.004
841,2,0.557,0.131,0.044,0.106,0.0,0.279,0.003
842,2,0.593,0.105,0.041,0.128,0.0,0.242,0.003
843,2,0.562,0.083,0.037,0.149,0.0,0.2,0.002
844,2,0.561,0.071,0.025,0.17,0.0,0.175,0.002
845,2,0.564,0.074,0.024,0.191,0.0,0.156,0.002
846,2,0.548,0.084,0.028,0.213,0.0,0.142,0.002
847,2,0.585,0.095,0.031,0.234,0.0,0.141,0.002
848,2,0.657,0.116,0.031,0.255,0.0,0.143,0.002
849,2,0.604,0.143,0.04,0.277,0.0,0.147,0.002
850,2,0.61,0.172,0.042,0.298,0.0,0.131,0.002
851,1,0.654,0.22,0.072,0.319,0.0,0.143,0.002
852,2,0.667,0.274,0.034,0.34,0.0,0.179,0.002
853,2,0.686,0.323,0.057,0.362,0.0,0.196,0.003
854,1,0.689,0.368,0.082,0.383,0.0,0.224,0.003
855,1,0.689,0.39,0.089,0.404,0.0,0.221,0.002
856,1,0.667,0.395,0.089,0.426,0.0,0.229,0.002
857,1,0.689,0.382,0.089,0.447,0.0,0.227,0.002
858,1,0.689,0.367,0.082,0.468,0.0,0.231,0.003
859,1,0.662,0.36,0.089,0.489,0.0,0.221,0.002
860,1,0.75,0.359,0.089,0.511,0.0,0.223,0.005
861,1,0.807,0.349,0.072,0.532,0.0,0.223,0.004
862,2,0.801,0.324,0.061,0.553,0.0,0.222,0.003
863,2,0.79,0.305,0.052,0.574,0.0,0.221,0.003
864,2,0.806,0.298,0.053,0.596,0.0,0.204,0.003
865,2,0.794,0.29,0.049,0.617,0.0,0.201,0.003
866,2,0.801,0.295,0.049,0.638,0.0,0.197,0.003
867,2,0.806,0.307,0.053,0.66,0.0,0.196,0.003
868,2,0.821,0.317,0.054,0.681,0.0,0.195,0.003
869,1,0.786,0.333,0.084,0.702,0.0,0.226,0.004
870,1,0.704,0.354,0.076,0.723,0.0,0.248,0.005
